,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
221,0.0,0.0,177815,0,0,-1,1,0,4,0.0,0.0,0,Dominic,0.0,191,False,Knee injury - Expected back 11 Sep,2022-08-03T16:30:05.539021Z,79,177815.jpg,0.0,Calvert-Lewin,0.2,False,,i,8,11,0,1189,155,31046,1488,0.0,0.0,Calvert-Lewin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602,64,602,64,602,64,602,64,,,,,1.0,
222,0.0,,194164,0,0,0,0,0,2,0.0,3.0,8,Mason,3.0,192,False,Knee injury - Expected back 01 Oct,2022-08-27T20:00:06.539965Z,45,194164.jpg,3.0,Holgate,0.1,False,,i,8,11,12,4960,241,8910,3250,0.7,2.7,Holgate,319,0,0,1,4,0,0,0,1,0,0,2,60,72.0,36.4,48.0,15.6,81,29,126,31,93,13,92,21,,,,,,
223,0.0,0.0,198826,-1,1,-2,2,0,2,0.0,0.0,0,Ben,0.2,193,False,Leg injury - Expected back 12 Nov,2022-08-07T01:30:05.741802Z,43,198826.jpg,1.0,Godfrey,0.1,False,,i,8,11,1,660,53,9320,485,0.0,0.2,Godfrey,17,0,0,0,0,0,0,0,0,0,0,0,5,1.4,0.1,0.0,0.2,341,124,336,124,361,144,351,128,,,,,,
224,,,224967,0,0,0,0,0,2,2.0,1.5,2,Vitalii,1.5,194,False,,,45,224967.jpg,1.5,Mykolenko,0.3,False,,a,8,11,6,12690,838,16258,3147,0.3,1.3,Mykolenko,355,0,0,0,5,0,0,0,1,0,0,0,33,54.6,71.2,24.0,15.1,146,61,55,10,167,43,95,23,4.0,,,,,
225,,,232826,0,0,0,0,0,3,3.3,2.8,6,Anthony,2.8,195,False,,,55,232826.jpg,2.8,Gordon,1.5,False,,a,8,11,11,112921,19498,95278,12774,0.5,2.0,Gordon,360,1,0,0,5,0,0,0,2,0,0,0,25,83.6,42.9,227.0,35.4,67,27,110,76,6,2,16,10,3.0,,2.0,,,
226,0.0,0.0,480455,0,0,0,0,0,2,0.0,0.0,0,Jarrad,0.0,196,False,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,480455.jpg,0.0,Branthwaite,0.0,False,,u,8,11,0,0,0,1104,112,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,161,402,158,348,132,424,162,,,,,,
227,,,243571,0,0,0,0,0,2,2.3,1.8,2,Nathan,1.8,197,False,,,40,243571.jpg,1.8,Patterson,6.5,False,,a,8,11,7,467458,64061,214486,45188,0.4,1.8,Patterson,360,0,0,0,5,0,0,0,0,0,0,0,49,65.0,35.1,39.0,14.0,109,43,129,33,112,21,114,28,,,,,,
228,0.0,,495542,0,0,0,0,0,2,0.0,0.0,0,Niels,0.0,198,False,Season-long loan to Cardiff City,2022-08-29T07:10:42.988896Z,40,495542.jpg,0.0,Nkounkou,0.4,False,,u,8,11,0,8908,664,21399,5918,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,163,405,160,351,134,427,164,,,,,,
229,,,17761,0,0,0,0,0,2,2.3,1.8,2,James,1.8,199,False,,,45,17761.jpg,1.8,Tarkowski,0.7,False,,a,8,11,7,21242,1253,31065,6046,0.4,1.6,Tarkowski,360,0,0,0,5,0,0,0,0,0,0,0,58,105.4,35.9,81.0,22.2,35,6,128,32,57,3,51,5,,,,,,
230,,,94147,0,0,-1,1,0,2,3.5,3.0,8,Conor,3.0,475,False,,,49,94147.jpg,4.0,Coady,2.9,False,,a,8,11,12,33070,8798,167845,12350,0.6,2.4,Coady,260,0,1,0,3,0,0,0,0,0,0,3,54,72.0,14.2,0.0,8.6,82,30,205,62,531,206,203,67,,,,,,
231,,,216054,0,0,-1,1,0,2,1.0,0.5,1,Rúben,0.5,531,False,,,44,216054.jpg,1.0,Nascimento Vinagre,0.1,False,,a,8,11,2,557,73,2564,378,0.1,0.5,Vinagre,24,0,0,0,0,0,0,0,0,0,0,0,9,7.6,1.4,0.0,0.9,296,111,294,103,402,168,320,114,,,,,,
232,,,433154,-1,1,-2,2,0,3,2.3,1.8,2,Dwight,1.8,534,False,,,53,433154.jpg,1.8,McNeil,0.2,False,,a,8,11,7,5358,338,24029,3297,0.3,1.3,McNeil,241,0,0,0,4,0,0,0,0,0,0,0,38,27.0,54.3,58.0,14.1,228,94,82,60,73,48,112,66,2.0,,,,,
233,,,510328,0,0,0,0,0,3,0.5,0.0,0,Stanley,0.0,560,False,,,45,510328.jpg,0.0,Mills,0.0,False,,a,8,11,0,1370,192,1163,228,0.0,0.0,Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,217,527,219,505,202,540,219,,,,,,
234,,,461453,-1,1,-1,1,0,3,0.5,0.0,0,Lewis,0.0,561,False,,,44,461453.jpg,0.0,Warrington,0.1,False,,a,8,11,0,11045,680,7174,1170,0.0,0.0,Warrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,181,458,185,420,165,478,185,,,,,,
235,,,449871,-1,1,-1,1,0,3,2.8,2.3,3,Amadou,2.3,577,False,,,49,449871.jpg,2.3,Onana,0.2,False,,a,8,11,7,26468,1395,14569,2807,0.5,1.4,Onana,120,0,1,1,2,0,0,0,1,0,0,0,29,16.2,17.0,23.0,5.6,264,112,189,108,175,94,255,113,,,,,,
236,,,80201,0,0,0,0,0,1,0.7,0.2,3,Bernd,1.2,2,False,,,45,80201.jpg,2.5,Leno,1.3,False,,a,9,54,5,20916,8766,43626,5286,0.3,1.1,Leno,180,0,0,0,4,0,0,0,0,0,9,0,37,72.6,0.0,0.0,7.3,80,14,477,41,443,39,218,14,,,,,,
237,,,61933,0,0,-1,1,0,2,0.0,-0.5,0,Shane,0.5,105,False,,,44,61933.jpg,1.0,Duffy,0.2,False,,a,9,54,2,2202,186,10603,1763,0.1,0.5,Duffy,2,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.0,0.0,0.0,354,129,422,175,371,151,442,177,,,,,,
238,,,76357,-1,1,-2,2,0,3,0.5,0.0,1,Tom,1.0,200,False,,,48,76357.jpg,1.0,Cairney,0.1,False,,a,9,54,4,1101,166,3821,522,0.2,0.8,Cairney,39,0,0,0,1,0,0,0,0,0,0,0,17,8.6,11.9,0.0,2.1,292,132,220,120,514,207,298,133,,,,,,
239,,,82514,0,0,0,0,0,2,1.7,1.2,1,Tim,2.2,201,False,,,45,82514.jpg,2.2,Ream,0.1,False,,a,9,54,9,4849,1269,5110,899,0.5,2.0,Ream,357,0,0,1,6,0,0,0,0,0,0,0,66,78.0,1.9,4.0,8.4,75,26,277,93,256,83,208,68,,,,,,
240,,,83543,-1,1,-2,2,0,3,-0.5,-1.0,0,Anthony,0.0,202,False,,,48,83543.jpg,0.0,Knockaert,0.0,False,,a,9,54,0,509,68,2719,344,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,222,535,223,515,208,546,224,,,,,,
241,100.0,100.0,89085,0,0,0,0,0,3,-0.3,-0.8,1,Nathaniel,0.2,203,False,,2022-07-31T21:30:04.877987Z,45,89085.jpg,1.0,Chalobah,0.1,False,,a,9,54,1,5507,903,7638,1176,0.0,0.2,Chalobah,2,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0.3,17.0,2.0,332,149,324,161,200,107,302,137,,,,,,
242,100.0,50.0,92259,0,0,0,0,0,3,1.3,0.4,2,Neeskens,1.8,204,False,,2022-08-20T23:30:05.629758Z,55,92259.jpg,2.3,Kebano,0.1,False,,a,9,54,7,5422,240,7711,662,0.3,1.3,Kebano,215,0,0,1,2,0,0,0,0,0,0,0,16,20.0,38.9,35.0,9.5,248,103,119,81,134,72,184,95,,,4.0,,3.0,
243,100.0,100.0,96994,0,0,0,0,0,3,2.7,2.2,1,Bobby,3.2,205,False,,2022-08-14T00:00:05.826704Z,55,96994.jpg,3.2,De Cordova-Reid,0.1,False,,a,9,54,13,5133,1608,4721,973,0.6,2.4,De Cordova-Reid,360,1,0,1,6,0,0,0,2,0,0,1,43,73.2,60.9,171.0,30.6,79,31,72,51,10,6,28,21,,,,,,
244,100.0,100.0,101105,0,0,-1,1,0,2,-0.5,-1.0,0,Joe,0.0,206,False,,2022-08-01T17:30:04.788444Z,44,101105.jpg,0.0,Bryan,0.0,False,,a,9,54,0,389,79,1381,182,0.0,0.0,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,177,427,177,377,154,447,179,,,,,,
245,,,102884,0,0,0,0,0,1,-0.5,-1.0,0,Paulo,0.0,207,False,,,40,102884.jpg,0.0,Gazzaniga Farias,4.5,False,,a,9,54,0,15480,1510,103123,19600,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,37,366,19,310,17,388,37,,,,,,
246,,,109434,0,0,0,0,0,2,-0.5,-1.0,0,Terence,0.0,208,False,,,40,109434.jpg,0.0,Kongolo,0.5,False,,a,9,54,0,6498,840,19814,3596,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,141,368,137,312,109,390,141,,,,,,
247,,,109646,0,0,0,0,0,2,1.7,1.2,1,Tosin,2.2,209,False,,,45,109646.jpg,2.2,Adarabioyo,0.1,False,,a,9,54,9,2522,815,3180,608,0.5,2.0,Tosin,360,0,0,1,6,0,0,0,0,0,0,0,56,67.0,1.3,0.0,6.9,103,39,300,107,451,186,228,79,,,,,,
248,,,128389,1,-1,2,-2,1,4,5.7,5.2,7,Aleksandar,6.2,210,False,,,67,128389.jpg,6.2,Mitrović,19.6,False,,a,9,54,25,1407008,276253,563758,91901,0.9,3.7,Mitrović,360,4,0,1,6,0,0,1,1,0,0,4,93,174.4,38.4,262.0,47.5,4,3,123,12,4,3,5,4,,,3.0,,1.0,
249,,,153366,0,0,0,0,0,3,1.5,1.0,2,Harrison,2.0,211,False,,,45,153366.jpg,2.0,Reed,1.1,False,,a,9,54,8,104263,8773,57644,11579,0.4,1.8,Reed,360,0,0,1,6,0,0,0,1,0,0,0,30,37.2,70.3,35.0,14.3,205,83,56,41,132,70,105,62,3.0,,,,,
250,0.0,0.0,153682,0,0,-2,2,0,3,0.0,0.0,0,Harry,0.0,212,False,Knee injury - Unknown return date,2022-07-31T21:30:04.907720Z,58,153682.jpg,0.0,Wilson,0.0,False,,i,9,54,0,438,55,8386,523,0.0,0.0,Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593,258,594,258,592,257,594,258,2.0,,1.0,,2.0,
251,,,155529,0,0,0,0,0,1,1.3,0.8,0,Marek,1.8,213,False,,,45,155529.jpg,3.5,Rodák,0.2,False,,a,9,54,7,8923,539,10210,1750,0.4,1.6,Rodák,180,0,0,1,2,0,0,0,0,0,2,0,33,19.0,0.0,0.0,1.9,254,21,488,46,457,45,303,21,,,,,,
252,,,166324,-1,1,-2,2,0,3,-0.5,-1.0,0,Ivan,0.0,214,False,,,48,166324.jpg,0.0,Neves Abreu Cavaleiro,0.1,False,,a,9,54,0,1574,254,5176,687,0.0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545,224,537,225,517,210,548,226,,,,,,
253,,,167074,0,0,0,0,0,2,2.3,1.8,2,Kenny,2.8,215,False,,,45,167074.jpg,2.8,Tete,0.4,False,,a,9,54,11,29036,3690,19779,3242,0.6,2.4,Tete,334,0,1,1,5,0,0,0,2,0,0,0,55,83.8,17.9,0.0,10.1,66,22,186,55,459,188,175,54,,,,,,
254,,,168765,0,0,-1,1,0,3,-0.5,-1.0,0,Josh,0.0,216,False,,,44,168765.jpg,0.0,Onomah,0.1,False,,a,9,54,0,3745,1595,4382,1051,0.0,0.0,Onomah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,168,436,173,393,150,456,172,,,,,,
255,,,169528,0,0,0,0,0,2,1.5,1.0,0,Antonee,2.0,217,False,,,45,169528.jpg,2.0,Robinson,0.2,False,,a,9,54,8,6402,1367,6025,1324,0.4,1.8,Robinson,360,0,0,1,6,0,0,0,1,0,0,0,60,79.2,46.2,1.0,12.8,72,25,104,24,282,97,133,35,,,,,,
256,0.0,0.0,244042,0,0,-1,1,0,4,0.0,0.0,0,Rodrigo,0.0,218,False,Joined Middlesbrough on loan - Expected back 01 Jul,2022-08-23T08:30:05.885616Z,54,244042.jpg,0.0,Muniz Carvalho,0.1,False,,u,9,54,0,3387,0,10911,1776,0.0,0.0,Muniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,588,57,586,58,580,58,589,58,,,,,,
257,,,490146,0,0,0,0,0,4,1.3,0.8,1,Jay,1.8,219,False,,,45,490146.jpg,2.3,Stansfield,3.0,False,,a,9,54,7,236982,84744,95017,30720,0.4,1.6,Stansfield,85,0,1,0,2,0,0,0,0,0,0,0,22,8.4,12.8,46.0,6.7,294,32,213,30,99,23,230,29,,,,,,
258,,,154296,0,0,0,0,0,3,2.3,1.8,1,João,2.8,220,False,,,50,154296.jpg,2.8,Palhinha Gonçalves,0.3,False,,a,9,54,11,19716,2459,13722,3417,0.6,2.2,Palhinha,357,1,0,1,6,0,0,0,3,0,0,0,47,78.4,3.0,59.0,14.1,73,28,260,136,71,46,111,65,,,,,,
259,100.0,100.0,156689,0,0,0,0,0,3,3.3,2.8,2,Andreas,3.8,346,False,,2022-08-14T00:00:05.954103Z,45,156689.jpg,3.8,Hoelgebaum Pereira,23.1,False,,a,9,54,15,605124,128117,523570,96384,0.8,3.3,Andreas,341,0,1,1,5,0,0,0,0,0,0,3,40,44.6,149.4,49.0,24.3,174,68,7,6,89,56,43,32,1.0,,2.0,,,
260,,,219924,0,0,-1,1,0,2,-0.3,-0.8,1,Issa,0.2,470,False,,,44,219924.jpg,1.0,Diop,0.1,False,,a,9,54,1,1851,148,6738,882,0.0,0.2,Diop,11,0,0,0,1,0,0,0,0,0,0,0,4,7.2,0.0,0.0,0.7,301,112,445,187,403,169,328,117,,,,,,
261,,,432931,0,0,0,0,0,3,-0.3,-0.8,0,Tyrese,0.2,521,False,,,45,432931.jpg,1.0,Francois,0.0,False,,a,9,54,1,1013,98,1642,291,0.0,0.2,Francois,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,347,160,327,162,484,192,358,164,,,,,,
262,,,120721,0,0,0,0,0,2,0.7,0.2,1,Kevin,1.2,532,False,,,45,120721.jpg,1.7,Mbabu,0.2,False,,a,9,54,5,4595,875,8468,1697,0.3,1.1,Mbabu,25,0,1,0,1,0,0,0,1,0,0,0,25,27.2,32.6,0.0,6.0,226,94,136,36,454,187,245,89,,,,,,
263,,,515024,0,0,0,0,0,3,-0.5,-1.0,0,Luke,0.0,546,False,,,45,515024.jpg,0.0,Harris,0.0,False,,a,9,54,0,2194,320,2863,537,0.0,0.0,Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,218,528,220,506,203,541,220,,,,,,
264,0.0,0.0,235674,0,0,0,0,0,3,0.0,0.0,0,Manor,0.2,562,False,Knee injury - Unknown return date,2022-08-11T14:00:05.714464Z,50,235674.jpg,1.0,Solomon,0.0,False,,i,9,54,1,988,14,1081,60,0.0,0.2,Solomon,24,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.3,0.0,0.3,333,150,332,167,565,240,349,158,,,,,,
265,,,247664,0,0,0,0,0,4,-0.5,-1.0,0,Terry,0.0,591,False,,,45,247664.jpg,0.0,Ablade,0.1,False,,a,9,54,0,6024,2869,2198,1379,0.0,0.0,Ablade,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,47,506,48,482,49,521,49,,,,,,
266,0.0,0.0,17745,0,0,0,0,0,1,0.0,0.0,0,Kasper,0.0,248,False,Transferred to OGC Nice,2022-08-04T06:18:08.594633Z,50,17745.jpg,0.0,Schmeichel,0.2,False,,u,10,13,0,0,0,35816,1453,0.0,0.0,Schmeichel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,568,61,560,52,549,52,570,61,,,,,,
267,,,37642,-1,1,-1,1,0,2,0.3,0.3,1,Jonny,0.8,249,False,,,44,37642.jpg,0.8,Evans,0.3,False,,a,10,13,3,5653,701,12508,2266,0.2,0.7,Evans,360,0,0,0,10,0,0,0,0,0,0,0,59,59.2,4.0,2.0,6.5,129,52,248,84,269,91,232,81,,,,,,
268,0.0,0.0,40146,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,250,False,Knee injury - Unknown return date,2022-07-05T15:30:04.221247Z,40,40146.jpg,0.0,Bertrand,0.0,False,,i,10,13,0,1631,132,1839,336,0.0,0.0,Bertrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,137,355,133,299,105,378,137,,,,,,
269,,,51938,0,0,-1,1,0,3,-0.5,-0.5,0,Marc,0.0,251,False,,,49,51938.jpg,0.0,Albrighton,0.1,False,,a,10,13,0,2892,222,7394,1045,0.0,0.0,Albrighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,553,231,545,232,526,217,556,233,,,,,,
270,,,86881,0,0,-1,1,0,3,-0.5,-0.5,0,Nampalys,0.0,252,False,,,44,86881.jpg,0.0,Mendy,0.6,False,,a,10,13,0,15905,3705,30917,5150,0.0,0.0,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,166,426,171,375,145,446,170,,,,,,
271,,,93100,0,0,0,0,0,2,-0.5,-0.5,0,Jannik,0.0,253,False,,,40,93100.jpg,0.0,Vestergaard,7.2,False,,a,10,13,0,111061,10752,297535,58183,0.0,0.0,Vestergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,139,364,135,308,107,387,139,,,,,,
272,,,95463,0,0,0,0,0,1,0.5,0.5,1,Danny,1.0,254,False,,,40,95463.jpg,1.0,Ward,26.9,False,,a,10,13,4,525522,69288,260377,74433,0.2,1.0,Ward,360,0,0,0,10,0,0,0,0,0,7,0,43,55.2,0.0,0.0,5.5,144,18,365,18,309,16,256,18,,,,,,
273,,,101668,0,0,-1,1,0,4,3.0,3.0,5,Jamie,3.5,255,False,,,94,101668.jpg,3.5,Vardy,3.2,False,,a,10,13,14,94402,7752,284858,44318,0.4,1.5,Vardy,313,0,2,1,7,0,0,0,0,0,0,0,36,53.4,34.4,56.0,14.3,151,11,133,14,78,21,108,17,,,,,1.0,
274,0.0,0.0,111931,-1,1,-2,2,0,2,0.0,0.0,0,Ricardo,0.0,256,False,Achilles injury - Expected back 04 Feb,2022-08-01T17:30:04.857035Z,43,111931.jpg,0.0,Barbosa Pereira,0.0,False,,i,10,13,0,300,31,5344,316,0.0,0.0,Ricardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,169,412,167,359,142,434,171,,,,,,
275,,,155569,0,0,0,0,0,2,0.5,0.5,1,Daniel,1.0,257,False,,,45,155569.jpg,1.0,Amartey,0.3,False,,a,10,13,4,6559,783,12751,2261,0.2,0.9,Amartey,332,0,0,0,9,0,0,0,0,0,0,0,60,66.2,44.2,7.0,11.8,106,41,107,25,239,74,150,44,,,,,,
276,,,166477,0,0,0,0,0,2,2.0,2.0,1,Timothy,2.5,258,False,,,45,166477.jpg,2.5,Castagne,1.5,False,,a,10,13,10,106708,2747,94260,19345,0.6,2.2,Castagne,360,1,0,0,10,0,0,0,0,0,0,1,59,77.2,52.1,69.0,19.9,77,28,88,18,66,5,67,11,,,,,,
277,,,166989,0,0,-1,1,0,3,1.7,1.7,4,Youri,2.2,259,False,,,64,166989.jpg,2.2,Tielemans,1.5,False,,a,10,13,9,31940,2409,115426,14666,0.3,1.4,Tielemans,265,0,0,0,9,0,0,0,0,0,0,2,57,57.6,105.0,34.0,19.7,135,55,21,14,141,76,71,45,3.0,,,,2.0,
278,,,168580,0,0,-1,1,0,3,1.3,1.3,1,Ayoze,1.8,260,False,,,49,168580.jpg,3.5,Pérez,0.1,False,,a,10,13,7,5206,787,7885,1522,0.4,1.4,Pérez,99,0,1,1,1,0,0,0,0,0,0,0,17,9.0,38.7,18.0,6.6,290,130,122,82,195,103,231,107,,,,,,
279,75.0,75.0,172780,-1,1,-1,1,0,3,3.2,3.2,0,James,4.8,261,False,Muscle injury - 75% chance of playing,2022-08-25T13:00:06.073033Z,79,172780.jpg,6.3,Maddison,3.4,False,,d,10,13,19,246923,2543,414442,148530,0.6,2.4,Maddison,270,2,1,0,8,0,0,0,1,0,0,1,69,101.4,95.5,114.0,31.1,41,18,30,21,29,21,26,19,1.0,,1.0,,,
280,,,173515,0,0,-2,2,0,4,1.0,1.0,1,Kelechi,1.5,262,False,,,63,173515.jpg,2.0,Iheanacho,0.6,False,,a,10,13,6,17627,1769,60963,8804,0.2,1.0,Iheanacho,69,0,1,0,3,0,0,0,0,0,0,0,14,19.2,42.8,25.0,8.6,253,25,111,9,165,34,204,24,,,,,3.0,
281,0.0,0.0,197469,0,0,0,0,0,3,0.0,0.0,0,Hamza,0.0,263,False,Season-long loan to Watford,2022-08-11T08:48:05.659015Z,45,197469.jpg,0.0,Choudhury,0.1,False,,u,10,13,0,1196,0,11561,1023,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,194,491,198,462,180,507,198,,,,,,
282,100.0,100.0,201666,0,0,-1,1,0,3,1.7,1.7,7,Harvey,2.2,264,False,,2022-08-05T13:30:06.644219Z,69,201666.jpg,4.5,Barnes,1.0,False,,a,10,13,9,13926,7936,117092,4051,0.3,1.3,Barnes,165,1,0,0,3,0,0,0,0,0,0,0,24,37.6,6.8,80.0,12.4,201,79,234,126,58,39,143,80,,,,,,
283,,,203341,-1,1,-1,1,0,3,1.3,1.3,1,Wilfred,1.8,265,False,,,49,203341.jpg,1.8,Ndidi,0.3,False,,a,10,13,7,14325,1096,22471,4575,0.4,1.4,Ndidi,271,0,0,0,8,0,0,0,0,0,0,0,52,42.6,10.4,4.0,5.7,183,71,225,121,260,131,253,112,,,,,,
284,,,215413,0,0,0,0,0,3,3.3,3.3,1,Kiernan,3.8,266,False,,,50,215413.jpg,3.8,Dewsbury-Hall,1.8,False,,a,10,13,15,217396,5917,158310,35235,0.8,3.0,Dewsbury-Hall,342,1,0,0,9,0,0,0,1,0,0,3,60,71.4,54.0,20.0,14.6,84,32,83,61,184,100,101,61,2.0,,3.0,,,
285,,,218031,-1,1,-2,2,0,2,-0.5,-0.5,0,Çaglar,0.0,267,False,,,43,218031.jpg,0.0,Söyüncü,0.4,False,,a,10,13,0,4919,947,28209,3774,0.0,0.0,Söyüncü,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,172,416,171,364,147,437,174,,,,,,
286,,,220627,0,0,-1,1,0,2,1.0,1.0,1,James,1.5,268,False,,,44,220627.jpg,1.5,Justin,1.0,False,,a,10,13,6,17037,1521,60224,13336,0.3,1.4,Justin,360,0,1,0,10,0,0,0,0,0,0,0,60,66.4,53.1,14.0,13.3,105,40,86,17,208,58,128,33,,,,,,
287,,,225902,0,0,-1,1,0,3,-0.3,-0.3,1,Boubakary,0.2,269,False,,,44,225902.jpg,1.0,Soumaré,0.6,False,,a,10,13,1,31630,20148,24812,6816,0.0,0.2,Soumaré,54,0,0,0,1,0,0,0,0,0,0,0,8,5.0,2.4,0.0,0.7,311,139,269,140,406,157,329,148,,,,,,
288,,,244619,0,0,-1,1,0,2,-0.5,-0.5,0,Luke,0.0,270,False,,,44,244619.jpg,0.0,Thomas,0.1,False,,a,10,13,0,678,111,4140,607,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,189,451,190,411,173,470,191,,,,,,
289,,,245419,0,0,-2,2,0,4,0.0,0.0,0,Patson,0.5,271,False,,,58,245419.jpg,0.7,Daka,0.8,False,,a,10,13,2,21378,2397,86130,12086,0.1,0.3,Daka,69,0,0,0,4,0,0,0,1,0,0,0,4,10.2,3.7,20.0,3.3,286,29,254,34,186,36,282,36,,,,,,
290,,,444463,0,0,-1,1,0,2,-0.5,-0.5,0,Wesley,0.0,272,False,,,44,444463.jpg,0.0,Fofana,1.5,False,,a,10,13,0,53313,18723,78445,12780,0.0,0.0,Fofana,180,0,0,0,6,0,0,0,1,0,0,0,19,40.6,4.4,23.0,6.9,190,81,245,82,173,47,227,78,,,,,,
291,,,232620,0,0,0,0,0,2,-0.5,-0.5,0,Lewis,0.0,273,False,,,40,232620.jpg,0.0,Brunt,0.3,False,,a,10,13,0,5841,833,10632,2049,0.0,0.0,Brunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,153,388,149,333,122,410,153,,,,,,
292,,,207270,0,0,-1,1,0,1,-0.5,-0.5,0,Daniel,0.0,548,False,,,39,207270.jpg,0.0,Iversen,2.4,False,,a,10,13,0,85338,44632,132525,22556,0.0,0.0,Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,360,23,343,4,287,2,366,23,,,,,,
293,,,106837,-1,1,-1,1,0,3,-0.3,-0.3,0,Dennis,0.2,549,False,,,49,106837.jpg,0.5,Praet,0.0,False,,a,10,13,1,364,73,1042,184,0.0,0.2,Praet,81,0,0,0,2,0,0,0,1,0,0,0,1,7.6,1.6,0.0,0.9,298,134,285,149,532,221,322,143,,,,,,
294,,,45220,0,0,0,0,0,1,-0.5,-0.5,0,Alex,0.0,581,False,,,40,45220.jpg,0.0,Smithies,0.0,False,,a,10,13,0,2902,329,1394,367,0.0,0.0,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,32,358,13,302,11,381,32,,,,,,
295,75.0,100.0,55914,0,0,0,0,0,2,-0.4,-0.5,0,Liam,0.0,221,False,Calf injury - 75% chance of playing,2022-08-27T20:00:06.571665Z,45,55914.jpg,0.0,Cooper,0.0,False,,d,11,2,0,482,73,3678,463,0.0,0.0,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482,194,471,195,434,179,490,196,,,,,,
296,0.0,0.0,66588,0,0,0,0,0,2,0.0,0.0,0,Luke,0.0,222,False,Knee injury - Expected back 03 Sep,2022-07-05T15:30:04.180211Z,45,66588.jpg,0.0,Ayling,0.0,False,,i,11,2,0,429,53,1123,133,0.0,0.0,Ayling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,197,475,198,439,183,494,199,,,,,,
